city_ascii,lat,lng,population
Heshan,22.7667,112.9500,516500
Loni,28.7500,77.2800,516082
Jiaji,19.2431,110.4642,515700
Qaraghandy,49.8028,73.1056,515632
Santa Marta,11.2419,-74.2053,515556
Ujjain,23.1700,75.7900,515215
Abu Tisht,26.1204,32.0954,514535
Samarkand,39.6547,66.9758,513572
Liverpool,53.4072,-2.9917,513441
Macapa,0.0330,-51.0500,512902
Benguela,-12.5500,13.4167,512886
Cuito,-12.3833,16.9333,512706
Al Fashn,28.8231,30.8990,512242
Toulouse,43.6045,1.4440,511684
Al `Amarah,31.8333,47.1500,511500
Carrefour,18.5333,-72.4000,511345
Campos,-21.7523,-41.3304,511168
Cadaado,6.1393,46.6241,510654
Meihekou,42.5407,125.7107,509336
Kenitra,34.2500,-6.5833,507736
Newcastle,-27.7464,29.9328,507710
Mesa,33.4015,-111.7178,507478
Jhansi,25.4486,78.5696,507000
Matsuyama,33.8333,132.7667,506743
Ulhasnagar,19.2200,73.1500,506098
Ribeirao Preto,-21.1776,-47.8101,504923
Pohang,36.0322,129.3650,503780
Duisburg,51.4347,6.7625,503707
Jammu,32.7300,74.8700,502197
Ile-Ife,7.4833,4.5592,501952
Wichita,37.6895,-97.3443,501760
Mazatlan,23.2167,-106.4167,501441
Uberlandia,-18.9189,-48.2769,501214
Homyel',52.4453,30.9842,501102
Farah,32.3436,62.1194,500000
Belas,-8.9983,13.2650,500000
Talatona,-8.9167,13.1833,500000
Nenjiang,49.1100,125.1300,500000
Tuticorin,8.8056,78.1450,500000
Asaba,6.1833,6.7333,500000
El Fasher,13.6300,25.3500,500000
Sukkur,27.7061,68.8483,499900
K'ebri Dehar,6.7333,44.2667,499500
Harrisburg,40.2752,-76.8843,499494
Taozhou,30.8956,119.4110,499132
Anlu,31.2667,113.6667,498356
Lapu-Lapu City,10.3127,123.9488,497604
Matsudo,35.7876,139.9032,497514
Johor Bahru,1.4820,103.7281,497097
Purnea,25.7780,87.4760,496830
Imus,14.4297,120.9367,496794
Niteroi,-22.8833,-43.1036,496696
Lipetsk,52.6167,39.6000,496403
Cheboksary,56.1500,47.2333,496350
Staten Island,40.5834,-74.1496,495747
Likasi,-10.9833,26.7333,495000
Xiangyang,34.2995,108.4905,494887
Jiangshan,28.7361,118.6250,494412
Duyun,26.2594,107.5186,493574
Pindi Bhattian,31.8958,73.2761,493222
Nyala,12.0500,24.8833,492984
Ichikawa,35.7219,139.9311,492749
Villa Nueva,14.5269,-90.5875,492480
Kumul,42.8193,93.5151,492096
Toledo,41.6638,-83.5827,492076
Bissau,11.8500,-15.5667,492004
Accra,5.5461,-0.2067,491817
Kota Bharu,6.1200,102.2300,491237
Higashi-osaka,34.6794,135.6008,490819
Larkana,27.5583,68.2111,490508
Xingcheng,40.6167,120.7333,490300
`Ajman,25.4136,55.4456,490035
Ciudad Lopez Mateos,19.5500,-99.2833,489937
Kaliningrad,54.7003,20.4531,489584
Yueqing,28.1200,120.9600,488980
Penza,53.2000,45.0000,488299
Belgaum,15.8500,74.5000,488157
Edinburgh,55.9500,-3.1833,488050
Yucheng,36.9340,116.6380,488014
Brookhaven,40.8320,-72.9517,487817
Worcester,42.2705,-71.8079,487014
Nishinomiya-hama,34.7376,135.3416,487010
Karamay,45.5799,84.8892,487000
Kawachicho,34.6794,135.6008,486464
Zhangshu,28.0546,115.5462,485649
Mingguang,32.7833,117.9667,485627
Malatya,38.3486,38.3194,485484
Garoowe,8.4000,48.4833,485000
Vellore,12.9165,79.1325,484690
Huanghua,38.3720,117.3300,484313
Encheng,22.1833,112.3000,483907
Lianran,24.9190,102.4780,483753
Kartal,40.8872,29.1900,483418
Cuiaba,-15.5958,-56.0969,483346
Akhmim,26.5667,31.7500,482666
Az Zarqa',32.0833,36.1000,481300
Malegaon,20.5500,74.5500,481228
Feira de Santana,-12.2669,-38.9669,480949
Hailun,47.4667,126.9667,480216
Valletta,35.8983,14.5125,480134
Kolwezi,-10.7167,25.4667,480000
Jamnagar,22.4700,70.0700,479920
Sylhet,24.9000,91.8667,479837
Ananindeua,-1.3658,-48.3719,478778
Berbera,10.4396,45.0143,478000
Chiniot,31.7194,72.9842,477781
Asuncion,-25.2945,-57.6435,477346
Chengjiao,35.3984,114.0649,476867
Bardoli,21.1200,73.1200,475963
Bratislava,48.1447,17.1128,475503
Kurashiki,34.5850,133.7722,474862
Oita,33.2333,131.6067,474804
Al Jubayl,27.0046,49.6460,474679
Worthing,50.8147,-0.3714,474485
Gaya,24.7500,85.0100,474093
Port St. Lucie,27.2796,-80.3884,473733
Xiulin,29.7209,112.4254,473707
Shekhupura,31.7111,73.9878,473129
Piura,-5.2000,-80.6333,473025
Vila Velha,-20.3364,-40.2936,472762
Ar Rusayfah,32.0178,36.0464,472604
Kirov,58.6000,49.6833,471754
Morogoro,-6.8242,37.6633,471409
San Juan,-31.5342,-68.5261,471389
Mykolaiv,46.9750,31.9950,470011
Yicheng,31.7210,112.2570,469417
Fengcheng,40.4500,124.0667,469376
Mazar-e Sharif,36.7000,67.1167,469247
Xiaoyi,36.0833,111.5167,468770
Ba`qubah,33.7447,44.6436,467900
Katlehong,-26.3333,28.1500,467890
Tel Aviv-Yafo,32.0800,34.7800,467875
Jiangshandicun,28.7412,118.6225,467862
Little Rock,34.7256,-92.3577,467846
Qingzhen,26.5704,106.4687,467438
Buraydah,26.3664,43.9628,467410
Kupang,-10.1702,123.6077,466632
Tula,54.2000,37.6167,466609
Ambattur,13.1143,80.1548,466205
Nakhon Ratchasima,14.9806,102.1000,466098
Tan Uyen,11.0508,106.7636,466053
Astrakhan,46.3500,48.0350,465524
Longjiang,27.5819,120.5489,464695
Leicester,52.6361,-1.1331,464395
Rushan,36.8700,121.5050,464078
Shangzhi,45.2070,127.9650,463358
Angeles City,15.1472,120.5847,462928
Kuqa,41.7156,82.9322,462588
Kanazawa,36.5611,136.6564,462479
Manado Light,1.4858,124.8347,461636
Manado,1.4931,124.8413,461636
Kaiyuan,42.5460,124.0380,460927
Cranbourne,-38.0996,145.2834,460491
Jalgaon,21.0040,75.5680,460468
Madison,43.0822,-89.3930,460255
Chhatarpur,24.5500,79.3527,459943
Fukuyama,34.4858,133.3622,459576
Juba,4.8300,31.5800,459342
Lanus,-34.7000,-58.4000,459263
Spokane,47.6671,-117.4330,458988
Ta`izz,13.5789,44.0219,458789
Long Beach,33.7977,-118.1670,458491
Kikwit,-5.0386,18.8181,458000
Pyeongtaek,36.9922,127.1128,457873
Kurnool,15.8300,78.0500,457633
Marikina City,14.6500,121.1000,456059
Kagithane,41.0719,28.9664,455943
Amagasaki,34.7333,135.4000,455555
Melaka,2.2064,102.2465,455300
Denton,33.2175,-97.1418,455152
Ciudad General Escobedo,25.7933,-100.1583,454967
Reno,39.5497,-119.8483,454814
Manizales,5.0675,-75.5100,454494
Bornova,38.4697,27.2211,454470
Puerto La Cruz,10.2000,-64.6333,454312
Kahama,-3.8375,32.6000,453654
Hsinchu,24.8167,120.9833,453536
Gaoping,35.7980,112.9240,453054
Batman,37.8870,41.1320,452157
Demiryol,37.8870,41.1320,452157
Erkoklu,37.8870,41.1320,452157
Avcilar,40.9792,28.7214,452132
Kota Kinabalu,5.9800,116.1100,452058
Katsushika-ku,35.7333,139.8500,451772
Udaipur,24.5800,73.6800,451100
Mogi das Cruzes,-23.5228,-46.1931,450785
Stavropol,45.0500,41.9833,450680
General Trias,14.3800,120.8800,450583
Warder,6.9667,45.3500,450400
Sirajganj,24.4500,89.7167,450000
Wapi,20.3720,72.9170,450000
Bac Giang,21.2667,106.2000,450000
Boise,43.6005,-116.2308,449428
Zurich,47.3744,8.5411,448664
Constantine,36.3500,6.6000,448374
Nam Dinh,20.4200,106.1683,448225
Eslamshahr,35.5386,51.2228,448129
Rajshahi,24.3667,88.6000,448087
Piraeus,37.9430,23.6469,448051
Matadi,-5.8167,13.4833,448000
Zebediela,-24.3100,29.2700,448000
Shah Latif Town,24.8806,67.1625,447993
Tanbei,35.0880,112.9510,447487
Londrina,-23.3100,-51.1628,447065
Ado-Ekiti,7.6211,5.2214,446749
Bonita Springs,26.3558,-81.7859,445500
Esenler,41.0339,28.8903,445421
Sochi,43.5853,39.7203,444989
Santiago de Cuba,20.0217,-75.8294,444851
Rodriguez,14.7200,121.1200,443954
Chauddagram,23.2244,91.3731,443648
San Nicolas de los Garza,25.7500,-100.2833,443273
Taoyuan District,24.9913,121.3143,443273
Kissimmee,28.3041,-81.4169,442790
Baisha,29.4896,119.3370,442709
Ndjili,-4.4089,15.3775,442138
Mathura,27.4925,77.6736,441894
Meicheng,30.6310,116.5810,441224
Lembok,-8.5650,116.3510,441147
Korhogo,9.4578,-5.6294,440926
Pasay City,14.5439,120.9950,440656
Beipiao,41.8010,120.7710,439998
Jiannan,31.3333,104.2000,439958
Halifax,44.6475,-63.5906,439819
Fujisawa,35.3500,139.4667,439728
Augusta,33.3645,-82.0708,439361
Ulan-Ude,51.8333,107.6000,439128
Springfield,42.1155,-72.5395,438889
Laval,45.5833,-73.7500,438366
Oakland,37.7904,-122.2166,438072
Jinchang,38.5214,102.1880,438026
Sunch'on,39.4167,125.9333,437000
Nehe,48.4833,124.8833,436906
Kursk,51.7167,36.1833,436678
Sangli,16.8530,74.5830,436639
Lobito,-12.3500,13.5464,436467
Jeju,33.5130,126.5230,435413
Zhuangyuan,37.3056,120.8290,435405
Davangere,14.4666,75.9242,435125
Jian'ou,27.0333,118.3167,434451
Machida,35.5542,139.4431,434414
Winston-Salem,36.1029,-80.2610,434231
Sanghar,26.0442,68.9536,434087
Chang'an,29.4768,113.4504,433200
Al Maraghah,26.6998,31.6046,432678
Bandung,-6.9120,107.6097,432557
Shahe,36.8549,114.5033,431746
Calicut,11.2588,75.7804,431560
Windhoek,-22.5700,17.0836,431000
Joinvile,-26.3039,-48.8458,429604
Ismailia,30.5833,32.2667,429465
Cusco,-13.5250,-71.9722,428450
Veracruz,19.1903,-96.1533,428323
Sokoto,13.0833,5.2500,427760
Kashiwa,35.8676,139.9758,427603
Al Bajur,30.4305,31.0368,427017
Yan'an Beilu,44.0144,87.2674,426253
Mothihari,26.6500,84.9167,426158
Aomori,40.8228,140.7469,425962
Tepic,21.5083,-104.8931,425942
Akola,20.7000,77.0000,425817
Mandaluyong City,14.5800,121.0300,425758
Aves,41.3703,-8.4101,425411
Sihung,37.3799,126.8029,425184
Burco,9.5221,45.5336,425000
Tver,56.8625,35.9242,424969
Xalapa,19.5400,-96.9275,424755
Buenaventura,3.8772,-77.0267,423927
London,42.9836,-81.2497,423369
Piracicaba,-22.7252,-47.6493,423323
Tetouan,35.5667,-5.3667,422757
Yogyakarta,-7.8014,110.3644,422732
Ciudad Bolivar,8.1219,-63.5500,422578
Skopje,41.9961,21.4317,422540
Beining,41.6000,121.8000,422289
Toyota,35.0824,137.1563,422106
Daloa,6.8900,-6.4500,421871
Uijeongbu,37.7486,127.0389,421579
Hpa-An,16.8906,97.6333,421525
Laohekou,32.3590,111.6840,420495
Rahimyar Khan,28.4200,70.3000,420419
Ugep,5.8000,8.0833,420000
Thai Nguyen,21.6000,105.8500,420000
Seremban,2.7105,101.9400,419536
Kayapinar,37.9500,40.1667,419513
Campina Grande,-7.2306,-35.8811,419379
Xicheng,23.3667,103.1500,419314
Kowloon City,22.3282,114.1916,418732
Santos,-23.9608,-46.3339,418608
Tirana,41.3272,19.8186,418495
Kushtia,23.9000,89.1200,418312
El Obeid,13.1833,30.2167,418280
Maua,-23.6678,-46.4608,418261
Xingren,25.4350,105.1862,417919
Takamatsu,34.3500,134.0500,417814
Stockton,37.9765,-121.3109,416005
Ajdabiya,30.7700,20.2200,416000
Callao,-12.0522,-77.1392,415888
Awsim,30.1222,31.1333,415735
Shinagawa-ku,35.6000,139.7333,415729
Paju,37.8667,126.8000,415345
Beylikduzu,41.0011,28.6419,415290
Viet Tri,21.3000,105.4333,415280
Santa Rosa,14.3200,121.1200,414812
Nagqu,31.4760,92.0510,414554
Bettiah,26.8014,84.5028,414453
Jhang City,31.2694,72.3161,414131
Fujin,47.2500,132.0333,414090
Altindag,39.9636,32.9033,413994
Yuanping,38.7310,112.7110,413922
Tala,30.6798,30.9436,413839
Talkha,31.0592,31.3767,413584
Boa Vista,2.8200,-60.6719,413486
Banjul,13.4581,-16.5786,413397
Jayapura,-2.5330,140.7170,413283
Toyama,36.6959,137.2137,413028
Sanandaj,35.3114,46.9961,412767
Khon Kaen,16.4333,102.8333,412758
Linghai,41.1667,121.3500,412513
Shorapur,16.5200,76.7600,412291
Koumassi,5.2972,-3.9675,412282
Durham,35.9792,-78.9022,411362
Tinnevelly,8.7136,77.7567,411298
Pasto,1.2078,-77.2772,410835
Chattanooga,35.0660,-85.2481,410795
Bellary,15.1000,76.9167,410445
Bhagalpur,25.2500,87.0000,410210
Danjiangkou,32.5401,111.5131,409940
Kisumu,-0.1000,34.7500,409928
Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243,409745
Maringa,-23.4250,-51.9389,409657
Manampizha,9.2972,76.6500,409271
Kocasinan,38.7333,35.4833,409005
Mataram,-8.5833,116.1167,408900
Magnitogorsk,53.3833,59.0333,408715
Greenville,34.8354,-82.3646,408626
Zhijiang,30.4260,111.7610,408487
Zaria,11.0667,7.7000,408198
Lancaster,40.0420,-76.3012,408023
Fenyang,37.2616,111.7699,407647
Syracuse,43.0407,-76.1437,407625
Binan,14.3300,121.0800,407437
Gebze,40.8000,29.4333,407019
Shashemene,7.2000,38.6000,407000
Fangting,31.1270,104.1670,406775
Shulan,44.4059,126.9655,406744
Wanyuan,31.9833,107.9667,406685
Jiexiu,37.0270,111.9170,406517
Hat Yai,7.0167,100.4667,406513
Baglar,37.9167,40.1833,406471
Sham Shui Po,22.3307,114.1622,405869
Santa Fe,-31.6333,-60.7000,405683
Delhi Cantonment,28.6000,77.1333,405633
Cumana,10.4564,-64.1675,405626
Fayetteville,36.0714,-94.1661,405556
Barura,23.3683,91.0484,405118
Kumi,36.1195,128.3444,404691
Nagasaki,32.7447,129.8736,404656
Al Hudaydah,14.8022,42.9511,404062
Pencheng,29.6760,115.6810,403655
Salt Lake City,22.6100,88.4000,403316
Qazvin,36.2886,50.0069,402748
Etawa,24.1800,78.2000,402678
Sonipat,28.9900,77.0220,402000
Jundiai,-23.1864,-46.8842,401896
Pensacola,30.4413,-87.1911,401535
Bogra,24.8510,89.3711,400983
Brno,49.1925,16.6083,400566
Oskemen,49.9833,82.6167,400142
Gifu,35.4232,136.7608,400118
Monteria,8.7500,-75.8833,400000
Maungdaw,20.8167,92.3667,400000
Igboho,8.8333,3.7500,400000
Yuregir,36.9928,35.3764,399910
Pingquan,41.0184,118.7020,399378
Toyonaka,34.7833,135.4667,399263
Dera Ghazi Khan,30.0331,70.6400,399064
Hatay,36.2025,36.1606,399045
Luhansk,48.5678,39.3031,397677
Miyazaki,31.9078,131.4203,397476
Dangyang,30.8210,111.7890,397465
Quilon,8.8932,76.6141,397419
Mulangodi,9.0000,76.6167,397419
Munro Turuttu,9.0000,76.6167,397419
Barinas,8.6333,-70.2000,397279
Gwangju,37.3667,127.2833,397269
Nangong,37.3590,115.4090,396718
Hirakata,34.8167,135.6500,396694
Sandakan,5.8430,118.1080,396290
Szczecin,53.4325,14.5481,396168
Surgut,61.2500,73.4333,395900
Yongji,34.8670,110.4480,394935
Arlington,32.6998,-97.1250,394769
Karur,10.9601,78.0766,394719
Betsiboka,-16.8667,46.9500,394561
Ijebu-Ode,6.8208,3.9208,394246
Al Jahra',29.3500,47.6833,393432
Tanga,-5.0742,39.0992,393429
Diadema,-23.6858,-46.6228,393237
Saurimo,-9.6500,20.4000,393000
Jalna,19.8410,75.8864,393000
Yola,9.2300,12.4600,392854
Zhugang,28.1358,121.2264,392800
Hejin,35.5960,110.7120,392561
Dunhua,43.3667,128.2333,392486
Tangail,24.2500,89.9200,392300
Khayelitsha,-34.0403,18.6778,391749
Ad Diwaniyah,31.9892,44.9247,391600
Nnewi,6.0167,6.9167,391227
San-Pedro,4.7704,-6.6400,390654
Gujrat,32.5739,74.0789,390533
Huili Chengguanzhen,26.6333,102.2500,390531
Yokosuka,35.0000,16.0000,390275
Aurora,39.7083,-104.7237,390201
Asyut,27.1869,31.1714,389307
Gwoza,11.0861,13.6914,388600
Sampaloc,14.6031,121.0022,388305
Saki,8.6667,3.4000,388225
Bologna,44.4939,11.3428,387971
Aqtobe,50.2836,57.2297,387807
Cilegon,-6.0027,106.0112,387543
Uvinza,-5.1069,30.3839,387442
Hafr al Batin,28.4337,45.9601,387096
Elazig,38.6744,39.2228,387072
Zanjan,36.6864,48.4953,386851
Bairia,25.7583,84.1489,386745
Oyo,7.8417,3.9306,386723
Taytay,14.5692,121.1325,386451
Kisenzi,-4.4094,15.3425,386151
Bhatpara,22.8700,88.4100,386019
Sintra,38.7974,-9.3904,385606
Manisa,38.6144,27.4292,385452
Sirur,18.8300,74.3800,385414
Tarlac City,15.4869,120.5900,385398
Okazaki,34.9543,137.1744,385376
Ceel Baraf,3.2072,45.7593,384630
Lingxi,27.5036,120.3975,384390
Ilesa,7.6167,4.7167,384334
Kakinada,16.9661,82.2550,384182
Savar,23.8482,90.2577,384093
Nuevo Laredo,27.4861,-99.5069,384033
Lecheng,25.1333,113.3333,383498
Bawshar,23.5777,58.3998,383257
Christchurch,-43.5311,172.6361,383200
Gusau,12.1500,6.6667,383162
Hancheng,35.4667,110.4333,383097
Zetang,29.2380,91.7710,382610
Serekunda,13.4450,-16.6750,382096
Kanifing,13.4475,-16.6725,382096
Canberra,-35.2931,149.1269,381488
Minamisuita,34.7594,135.5169,381238
Malabon,14.6600,120.9600,380522
Neiva,2.9345,-75.2809,380019
Ha Tinh,18.3333,105.9000,380000
Huancayo,-12.0667,-75.2167,378203
Celaya,20.5222,-100.8122,378143
Ichinomiya,35.3039,136.8031,378108
Iquitos,-3.7500,-73.2500,377609
Panihati,22.6900,88.3700,377347
Lianzhou,24.7810,112.3770,377220
Cainta,14.5700,121.1200,376933
Helixi,30.6267,118.9861,376857
Madinat as Sadis min Uktubar,29.9361,30.9269,376302
Mamou,10.3833,-12.0833,376269
Scranton,41.4044,-75.6649,375462
Itaquaquecetuba,-23.4864,-46.3486,375011
Cantonment,31.5167,74.3833,374872
Rohtak,28.8909,76.5796,374292
Maler Kotla,30.5167,75.8833,374000
Bhawana,31.5661,72.6461,373841
Oxnard,34.1964,-119.1815,373423
Bryansk,53.2425,34.3667,373310
Lipa City,13.9411,121.1622,372931
Butuan,8.9480,125.5430,372910
Dikirnis,31.0890,31.5948,372871
Takasaki,36.3219,139.0033,372639
Ambon,-3.6967,128.1783,372249
Indio,33.7346,-116.2346,371926
Malakwal,32.5531,73.2067,371869
Toyohashi,34.7692,137.3915,371507
Chitungwiza,-17.9939,31.0481,371244
Panshi,42.9500,126.0667,370238
Az Zubayr,30.3892,47.7081,370000
Bharatpur,27.6833,84.4333,369377
Petare,10.4833,-66.8167,369000
Mardan,34.2012,72.0258,368302
Nagano,36.6486,138.1947,367184
Bauru,-22.3147,-49.0606,366992
La Florida,-33.5333,-70.5833,366916
Nicolas Romero,19.5833,-99.3667,366602
Jinshan,25.1475,101.9764,366512
Bochum,51.4819,7.2158,366385
Baguio City,16.4119,120.5933,366358
Cibinong,-6.4850,106.8420,365387
Sivas,39.7500,37.0167,365274
Kolga,22.3500,82.6800,365253
Korba,22.3458,82.6963,365253
Qardho,9.5004,49.1660,365000
Rio Branco,-9.9781,-67.8117,364756
Tecamac,19.7131,-98.9683,364579
Alanya,36.5500,32.0000,364180
Mandaue City,10.3300,123.9300,364116
Victorville,34.5277,-117.3536,363596
Kocaeli,40.7625,29.9175,363416
Warri,5.5167,5.7500,363382
Victoria,48.4283,-123.3647,363222
Wonsan,39.1475,127.4461,363127
Iligan,8.2300,124.2500,363115
Anguo,38.4180,115.3270,363091
Coventry,52.4081,-1.5106,362690
Trenton,40.2237,-74.7641,362501
Keelung,25.1333,121.7333,362487
Geita,-2.8714,32.2294,361671
Ivanovo,56.9967,40.9819,361644
Cuenca,-2.8974,-79.0045,361524
Caerdydd,51.4817,-3.1792,361469
Blumenau,-26.9189,-49.0658,361261
Nanqiao,30.9167,121.4547,361185
Hrodna,53.6667,23.8333,361115
Florence,43.7714,11.2542,360930
Buurhakaba,2.7837,44.0833,360795
Bengkulu,-3.7956,102.2592,360495
Caxias do Sul,-29.1678,-51.1789,360419
Malmo,55.5833,13.0333,360249
Shuanghe,30.3746,106.7903,360000
Petion-Ville,18.5098,-72.2856,359615
Dengtacun,41.4333,123.3333,359401
Huntsville,34.6981,-86.6412,359389
Utrecht,52.0908,5.1217,359370
Palu,-0.8950,119.8594,359350
Sikar,27.6200,75.1500,359293
Umuahia,5.5333,7.4833,359230
Wuppertal,51.2667,7.1833,358938
Palmira,3.5833,-76.2500,358895
Alicante,38.3453,-0.4831,358720
Sao Jose do Rio Preto,-20.8200,-49.3789,358523
Ash Shuhada',30.5968,30.8993,358486
Ondo,7.0833,4.8333,358430
Vitsyebsk,55.1917,30.2056,358395
Sasaram,24.9500,84.0300,358283
Sultanbeyli,40.9683,29.2617,358201
Xunyang,32.8341,109.3653,357876
Taraz,42.9000,71.3667,357795
Cubal,-13.0333,14.2500,357618
Anda,46.4240,125.3520,357535
Luena,-11.7918,19.9062,357413
Karnal,29.6860,76.9890,357334
Gonaives,19.4456,-72.6883,356324
Vinnytsia,49.2333,28.4833,356303
Minatitlan,17.9833,-94.5500,356020
Linxia Chengguanzhen,35.6047,103.2422,355968
Brahmapur,19.3150,84.7941,355823
Modesto,37.6375,-121.0028,355686
Caucaia,-3.7328,-38.6558,355679
Cabuyao,14.2750,121.1250,355330
Gedaref,14.0333,35.3833,354927
San Fernando,15.0300,120.6800,354666
Kawagoe,35.9251,139.4858,354598
Pokhara,28.2097,83.9853,353841
Nice,43.7034,7.2663,353701
Villahermosa,17.9892,-92.9281,353577
Wakayama,34.2333,135.1667,353299
Mahilyow,53.9167,30.3500,353110
Osh,40.5333,72.7833,353080
Kita-ku,35.7500,139.7333,353058
Gimpo,37.7000,126.6000,352683
Corrientes,-27.4833,-58.8167,352646
Thari Mir Wah,27.0683,68.6023,352491
Nara,34.6844,135.8050,352377
Vladimir,56.1286,40.4058,352347
Sinuiju,40.1000,124.4000,352000
Oruro,-17.9667,-67.1167,351802
Arkhangelsk,64.5431,40.5375,351488
Batangas,13.8300,121.0000,351437
Ahmadnagar,19.0800,74.7300,350859
Varna,43.2114,27.9111,350745
Tarsus,36.9165,34.8951,350732
Sariyer,41.1669,29.0572,350454
Semey,50.4333,80.2667,350201
Holguin,20.8872,-76.2631,350191
Tungi,23.8915,90.4023,350000
Gode,5.9527,43.5516,350000
Sawran,36.6532,44.5441,350000
An Nhon,13.9170,109.0830,350000
Olinda,-8.0089,-34.8550,349976
Praia Grande,-24.0058,-46.4028,349935
Shinjuku,35.7014,139.7097,349385
Antofagasta,-23.6500,-70.4000,348517
Meram,37.8364,32.4383,348325
Cascavel,-24.9558,-53.4553,348051
Pamukkale,37.9167,29.1167,347926
Canoas,-29.9200,-51.1800,347657
Takatsuki,34.8461,135.6175,347496
Yidu,30.3780,111.4500,347388
Antonio Enes,-16.2308,39.9105,347175
Plovdiv,42.1434,24.7510,346893
Central Coast,-33.3000,151.2000,346596
Honolulu,21.3294,-157.8460,346323
Karsiyaka,38.4594,27.1153,346264
Shahjanpur,27.8800,79.9100,346103
Gwagwalada,8.9392,7.0758,346000
Avadi,13.1147,80.1098,345996
Tanch'on,40.4580,128.9110,345875
Greensboro,36.0956,-79.8271,345858
Khanapur,15.6394,74.5083,345839
Wad Medani,14.4000,33.5100,345290
Fort Wayne,41.0888,-85.1436,345279
Kusti,13.1700,32.6600,345068
Belfast,54.5967,-5.9300,345006
Cuddapah,14.4700,78.8200,344893
Nakano,35.7074,139.6638,344880
Yong'an,25.9420,117.3650,344793
Alamadi,13.1097,80.0972,344701
Carapicuiba,-23.5228,-46.8358,344596
Anaheim,33.8390,-117.8574,344553
Brest,52.1347,23.6569,344470
Otsu,35.0167,135.8500,343991
Maseru,-29.3100,27.4800,343541
Pavlodar,52.3000,76.9500,343091
Chon Buri,13.3611,100.9850,342959
Naga City,13.6244,123.1864,342769
Vahdat,38.5531,69.0206,342700
Florianopolis,-27.5933,-48.5530,342315
Paulista,-7.9408,-34.8728,342167
Sfax,34.7400,10.7600,341999
Rajahmundry,16.9800,81.7800,341831
Koshigaya,35.8911,139.7909,341784
Hongjiang,27.1910,109.8190,341706
Yesilyurt,38.2961,38.2489,341654
Vung Tau,10.3833,107.1167,341552
Jeonju,35.8167,127.1500,341545
Alwar,27.5498,76.6355,341422
Huadian,42.9720,126.7460,341308
Tokorozawa,35.7996,139.4686,341289
Sumqayit,40.5961,49.6700,341200
Vitoria da Conquista,-14.8661,-40.8394,341128
Yamoussoukro,6.8161,-5.2742,340234
Buon Ma Thuot,12.6667,108.0500,340000
Corpus Christi,27.7254,-97.3767,339432
Fort Collins,40.5477,-105.0656,339256
Mishan,45.5298,131.8466,339103
Makiivka,48.0556,37.9611,338968
Islip,40.7385,-73.1888,338784
Cuernavaca,18.9186,-99.2342,338650
Markham,43.8767,-79.2633,338503
Bielefeld,52.0211,8.5347,338410
Bydgoszcz,53.1219,18.0003,337666
Chinju,35.2000,128.0833,337230
Reading,51.4542,-0.9731,337108
Randburg,-26.0936,28.0064,337053
Iwaki,37.0505,140.8877,336111
Oshawa,43.9000,-78.8500,335949
Bonn,50.7353,7.1022,335789
Sambalpur,21.4700,83.9700,335761
Santo Domingo de los Colorados,-0.2542,-79.1719,334826
Uruapan,19.4208,-102.0628,334749
Lublin,51.2500,22.5667,334681
Porto Velho,-8.7619,-63.9039,334661
Licheng,24.5000,110.4000,334527
Huichang,34.9073,112.7914,334213
Tampere,61.4981,23.7600,334112
Antioch,37.9787,-121.7960,333347
Muzaffarpur,26.1225,85.3906,333200
Chita,52.0500,113.4667,333159
Vina del Mar,-33.0244,-71.5517,332875
Khipro,25.8230,69.3770,332833
Asan,36.7836,127.0042,332790
Nukus,42.4667,59.6000,332500
Chak Jhumra,31.5667,73.1833,332461
Simferopol,44.9519,34.1022,332317
Konak,38.4189,27.1285,332277
Soledad de Graciano Sanchez,22.1833,-100.9333,332072
Salalah,17.0197,54.0897,331949
Santarem,-2.4431,-54.7083,331937
Yanbu`,24.0523,38.1503,331916
Maebashi,36.3895,139.0634,331849
Kaluga,54.5500,36.2833,331842
Ganca,40.6828,46.3606,331400
Asahikawa,43.7667,142.3667,331392
Jackson,32.3157,-90.2125,331332
Kendari,-3.9907,122.5086,331013
Wonju,37.3417,127.9208,330854
Birkat as Sab`,30.6291,31.0824,330847
Lafia,8.4917,8.5167,330712
Dahuk,36.8500,42.9833,330600
Nizhniy Tagil,57.9167,59.9667,330507
Finglas,53.3892,-6.2969,330506
Kamarhati,22.6686,88.3704,330211
Nicosia,35.1725,33.3650,330000
Lengshuijiang,27.6860,111.4360,329912
Ribeirao das Neves,-19.7669,-44.0869,329794
Guediawaye,14.7724,-17.3884,329659
Ciudad Obregon,27.4939,-109.9389,329404
Campiernagar,27.0290,83.2668,329104
Phatthaya,12.9357,100.8890,328961
Minzhu,43.7238,127.3448,328925
Belgorod,50.6000,36.6000,328482
Gomez Palacio,25.5611,-103.4983,327985
Bijapur,16.8300,75.7100,327427
Cabanatuan City,15.4908,120.9678,327325
Si Racha,13.1740,100.9300,327172
Salamanca,20.5703,-101.1972,327169
Ratnagiri,16.9944,73.3000,327120
Ulanhot,46.0722,122.0933,327081
Chipata,-13.6453,32.6464,327059
Koriyama,37.4004,140.3597,327040
Yunzhong,39.8279,113.1000,326849
Fayetteville,35.0850,-78.9772,326821
Arnavutkoy,41.1856,28.7406,326452
